exposure	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	lower_ci	upper_ci
ieu-b-4957	10364_6_SMAD2_SMAD2	10364_6	SMAD2	SMAD2	2	Inverse variance weighted	-0.0100792690679967	0.0279383867939264	0.71827306985754	-0.0648385071840925	0.044679969048099
ieu-b-4957	10366_11_PDGFRA_PDGFRA	10366_11	PDGFRA	PDGFRA	2	Inverse variance weighted	0.014531576500912	0.0197118820983434	0.461001442359755	-0.024103712411841	0.0531668654136651
ieu-b-4957	10370_21_STAT1_STAT1	10370_21	STAT1	STAT1	2	Inverse variance weighted	-0.00212498170061899	0.0362097403451241	0.953202719102449	-0.0730960727770622	0.0688461093758242
ieu-b-4957	10372_18_STAT6_STAT6	10372_18	STAT6	STAT6	2	Inverse variance weighted	-0.0220598902682641	0.0266334396341226	0.407513118288644	-0.0742614319511443	0.0301416514146161
ieu-b-4957	10390_21_ZNRF3_ZNRF3	10390_21	ZNRF3	ZNRF3	2	Inverse variance weighted	0.0141238883743488	0.0308274490441453	0.646837860503009	-0.0462979117521759	0.0745456885008735
ieu-b-4957	10391_1_ANGPTL3_ANGL3	10391_1	ANGL3	ANGPTL3	2	Inverse variance weighted	0.0337398098073931	0.0199622258894519	0.0909929978905682	-0.00538615293593264	0.0728657725507189
ieu-b-4957	10396_6_MCL1_Mcl_1	10396_6	Mcl_1	MCL1	2	Inverse variance weighted	-0.00782189040112948	0.020398194493172	0.701378768906199	-0.0478023516077466	0.0321585708054877
ieu-b-4957	10418_36_STX12_STX12	10418_36	STX12	STX12	2	Inverse variance weighted	-0.0180610736996265	0.0196254358361116	0.357421729750897	-0.0565269279384053	0.0204047805391524
ieu-b-4957	10419_1_SCARA5_SCAR5	10419_1	SCAR5	SCARA5	2	Inverse variance weighted	-0.0259988047640508	0.0204199790966945	0.202945562552186	-0.066021963793572	0.0140243542654703
ieu-b-4957	10424_31_NPDC1_NPDC1	10424_31	NPDC1	NPDC1	2	Inverse variance weighted	0.0110464539721065	0.0221818747665593	0.618487844463746	-0.0324300205703497	0.0545229285145627
ieu-b-4957	10425_3_B4GALT5_B4GT5	10425_3	B4GT5	B4GALT5	2	Inverse variance weighted	-0.00301464988348762	0.0198063572538469	0.879024323558669	-0.0418351101010275	0.0358058103340523
ieu-b-4957	10426_21_GOSR2_GOSR2	10426_21	GOSR2	GOSR2	2	Inverse variance weighted	-0.01983278161615	0.0197113248175052	0.314337755275113	-0.0584669782584601	0.0188014150261602
ieu-b-4957	10428_1_KIR2DS2_KI2S2	10428_1	KI2S2	KIR2DS2	2	Inverse variance weighted	0.00452202276448011	0.020063216124418	0.821676879720517	-0.0348018808393793	0.0438459263683395
ieu-b-4957	10430_31_SLC3A2_4F2	10430_31	4F2	SLC3A2	2	Inverse variance weighted	0.0205910222179185	0.0202385769329452	0.308956273217296	-0.019076588570654	0.060258633006491
ieu-b-4957	10432_3_KIAA1644_K1644	10432_3	K1644	KIAA1644	2	Inverse variance weighted	0.00802202946684544	0.019393461166489	0.679133310555536	-0.0299891544194729	0.0460332133531638
ieu-b-4957	10435_2_AGA_ASPG	10435_2	ASPG	AGA	2	Inverse variance weighted	0.00563433098183336	0.0197141933319239	0.77503074368785	-0.0330054879487376	0.0442741499124043
ieu-b-4957	10438_19_CSF2RA_CSF2R	10438_19	CSF2R	CSF2RA	2	Inverse variance weighted	0.0229449380576193	0.0471186580941033	0.626286131581309	-0.0694076318068232	0.115297507922062
ieu-b-4957	10440_26_CLMP_ACAM	10440_26	ACAM	CLMP	2	Inverse variance weighted	0.0129580750631818	0.0203743028113894	0.524775831000049	-0.0269755584471415	0.0528917085735051
ieu-b-4957	10442_1_TMEM190_TM190	10442_1	TM190	TMEM190	2	Inverse variance weighted	0.00189324242731788	0.0207912152936628	0.927445131365822	-0.0388575395482612	0.042644024402897
ieu-b-4957	10445_20_APOM_ApoM	10445_20	ApoM	APOM	2	Inverse variance weighted	0.0117340948556038	0.0204718513119968	0.566521530904154	-0.0283907337159099	0.0518589234271175
ieu-b-4957	10447_18_PABPC3_PABP3	10447_18	PABP3	PABPC3	2	Inverse variance weighted	-0.0191295998719584	0.0378821681407215	0.613575430771528	-0.0933786494277726	0.0551194496838558
ieu-b-4957	10449_31_SHISA2_TMM46	10449_31	TMM46	SHISA2	2	Inverse variance weighted	-0.00714481235623623	0.0200566583525337	0.721667245956281	-0.0464558627272022	0.0321662380147298
ieu-b-4957	10451_11_NUCB1_NUCB1	10451_11	NUCB1	NUCB1	2	Inverse variance weighted	-0.0152038730217693	0.0202836295901543	0.453517503135597	-0.0549597870184717	0.0245520409749331
ieu-b-4957	10453_7_CEACAM20_CEA20	10453_7	CEA20	CEACAM20	2	Inverse variance weighted	0.00808869382663646	0.0193825944950149	0.676446267317411	-0.0299011913835927	0.0460785790368656
ieu-b-4957	10454_99_DNAJC16_DJC16	10454_99	DJC16	DNAJC16	2	Inverse variance weighted	-0.0121498530179364	0.0246544064334119	0.622149280988274	-0.0604724896274238	0.036172783591551
ieu-b-4957	10455_196_IL31_IL_31	10455_196	IL_31	IL31	2	Inverse variance weighted	-0.00342533587930536	0.0195657117946074	0.861025967414441	-0.0417741309967358	0.0349234592381251
ieu-b-4957	10462_14_INSL5_INSL5	10462_14	INSL5	INSL5	2	Inverse variance weighted	0.0254080706928107	0.0201152320083018	0.206543934578687	-0.0140177840434608	0.0648339254290822
ieu-b-4957	10464_6_ANTXR1_ANTR1	10464_6	ANTR1	ANTXR1	2	Inverse variance weighted	-0.0141605610581635	0.0237571259074798	0.551138277444192	-0.0607245278368238	0.0324034057204969
ieu-b-4957	10485_56_MAGEA4_MAGE_4	10485_56	MAGE_4	MAGEA4	2	Inverse variance weighted	-0.00838738942045708	0.0190154477900577	0.659152961081628	-0.0456576670889702	0.028882888248056
ieu-b-4957	10490_3_RPN1_RPN1	10490_3	RPN1	RPN1	2	Inverse variance weighted	0.00429792503766618	0.0198161608373261	0.828294153015892	-0.034541750203493	0.0431376002788254
ieu-b-4957	10496_11_CLCA1_CaCC	10496_11	CaCC	CLCA1	2	Inverse variance weighted	-0.0150359200221172	0.0198530743296852	0.448834344798254	-0.0539479457083003	0.0238761056640658
ieu-b-4957	10499_1_TMEM106A_T106A	10499_1	T106A	TMEM106A	2	Inverse variance weighted	-0.001206130939011	0.019841457833427	0.951527710085611	-0.040095388292528	0.037683126414506
ieu-b-4957	10506_53_PGRMC2_PGRC2	10506_53	PGRC2	PGRMC2	2	Inverse variance weighted	-0.000332761974384949	0.0271726345967344	0.990229176906556	-0.0535911257839844	0.0529256018352145
ieu-b-4957	10507_166_ACRV1_sperm_protein_10	10507_166	sperm_protein_10	ACRV1	2	Inverse variance weighted	-0.000130695844439433	0.0192969267546993	0.994596061822989	-0.0379526722836501	0.0376912805947713
ieu-b-4957	10510_62_SCIMP_SCIMP	10510_62	SCIMP	SCIMP	2	Inverse variance weighted	0.00251028868806009	0.0251632453445638	0.920534759810278	-0.046809672187285	0.0518302495634052
ieu-b-4957	10511_10_COL6A3_Collagen_alpha_3_VI_	10511_10	Collagen_alpha_3_VI_	COL6A3	2	Inverse variance weighted	0.0048986342257073	0.0193177842068497	0.799818829233875	-0.032964222819718	0.0427614912711326
ieu-b-4957	10512_13_CSF2RB_IL3RB	10512_13	IL3RB	CSF2RB	2	Inverse variance weighted	-0.00533233589885458	0.0206738347983639	0.796463406823757	-0.0458530521036479	0.0351883803059387
ieu-b-4957	10513_13_KCNIP3_CSEN	10513_13	CSEN	KCNIP3	2	Inverse variance weighted	0.00549468598653183	0.019279656180254	0.775644778715774	-0.0322934401267661	0.0432828120998297
ieu-b-4957	10514_5_PTGDS_PGD2_synthase	10514_5	PGD2_synthase	PTGDS	2	Inverse variance weighted	0.0211730238395517	0.02025535727677	0.295882082223589	-0.0185274764229175	0.0608735241020209
ieu-b-4957	10521_10_MXRA8_MXRA8	10521_10	MXRA8	MXRA8	2	Inverse variance weighted	-0.0322268814169915	0.021100860701318	0.126691884867477	-0.0735845683915747	0.0091308055575918
ieu-b-4957	10527_22_DHX9_DHX9	10527_22	DHX9	DHX9	2	Inverse variance weighted	0.00181443579259384	0.0196311872315323	0.926359433831596	-0.0366626911812094	0.0402915627663971
ieu-b-4957	10530_8_PSMB6_PSB6	10530_8	PSB6	PSMB6	2	Inverse variance weighted	-0.00567498389384273	0.0202033584076382	0.778792396111708	-0.0452735663728136	0.0339235985851282
ieu-b-4957	10531_18_NRAS_RASN	10531_18	RASN	NRAS	2	Inverse variance weighted	-0.00815946116580896	0.020172552434303	0.685857334484612	-0.0476976639370428	0.0313787416054249
ieu-b-4957	10534_40_PARP1_PARP	10534_40	PARP	PARP1	2	Inverse variance weighted	0.00187534563169062	0.0196722607678483	0.924053158215548	-0.036682285473292	0.0404329767366732
ieu-b-4957	10535_25_COX6A2_CX6A2	10535_25	CX6A2	COX6A2	2	Inverse variance weighted	-0.00218523539087328	0.019273614928605	0.909729585942112	-0.039961520650939	0.0355910498691924
ieu-b-4957	10539_30_CD99L2_C99L2	10539_30	C99L2	CD99L2	2	Inverse variance weighted	-0.00409300664610881	0.0200917623209452	0.838575702955401	-0.0434728607951613	0.0352868475029437
ieu-b-4957	10546_2_TSPEAR_TSEAR	10546_2	TSEAR	TSPEAR	2	Inverse variance weighted	-0.0225361425537941	0.0195953219126701	0.250111874459443	-0.0609429735026275	0.0158706883950394
ieu-b-4957	10550_37_BMPR1B_BMP_RIB	10550_37	BMP_RIB	BMPR1B	2	Inverse variance weighted	-0.014028146528034	0.0200503308961959	0.484148011399331	-0.0533267950845779	0.0252705020285099
ieu-b-4957	10551_7_LAT_LAT	10551_7	LAT	LAT	2	Inverse variance weighted	-0.0293606901669524	0.0214080302516982	0.170225303576024	-0.0713204294602809	0.012599049126376
ieu-b-4957	10552_88_KLRC4_NKG2F	10552_88	NKG2F	KLRC4	2	Inverse variance weighted	0.00792020190915627	0.0199873483651556	0.691912669857425	-0.0312550008865486	0.0470954047048612
ieu-b-4957	10553_8_TOR1AIP2_TOIP2	10553_8	TOIP2	TOR1AIP2	2	Inverse variance weighted	-0.00301362262244558	0.0255934381867946	0.906265894304597	-0.053176761468563	0.0471495162236718
ieu-b-4957	10554_23_GLB1_BGAL	10554_23	BGAL	GLB1	2	Inverse variance weighted	-0.0206843736234301	0.0190080933482196	0.276512247972756	-0.0579402365859404	0.0165714893390803
ieu-b-4957	10557_6_TEX29_TEX29	10557_6	TEX29	TEX29	2	Inverse variance weighted	0.00787779612002481	0.0197446895978641	0.689905706977287	-0.0308217954917889	0.0465773877318385
ieu-b-4957	10558_26_PCDH9_PCDH9	10558_26	PCDH9	PCDH9	2	Inverse variance weighted	-0.00214653144071897	0.0208593169150516	0.91803823870172	-0.0430307925942201	0.0387377297127821
ieu-b-4957	10560_1_ITM2C_ITM2C	10560_1	ITM2C	ITM2C	2	Inverse variance weighted	-0.0281667298202496	0.0199861940409725	0.158743719908127	-0.0673396701405557	0.0110062105000565
ieu-b-4957	10561_5_PGLYRP3_PGRP_I_alpha	10561_5	PGRP_I_alpha	PGLYRP3	2	Inverse variance weighted	0.00253471848051955	0.0196144047273265	0.897177717733077	-0.0359095147850404	0.0409789517460795
ieu-b-4957	10562_42_NETO2_NETO2	10562_42	NETO2	NETO2	2	Inverse variance weighted	0.0136444191560239	0.0194829833637068	0.483724399914387	-0.0245422282368414	0.0518310665488892
ieu-b-4957	10563_13_LYSMD3_LYSM3	10563_13	LYSM3	LYSMD3	2	Inverse variance weighted	0.00623802474117795	0.0196156150048317	0.750474914721208	-0.0322085806682923	0.0446846301506481
ieu-b-4957	10565_19_SLITRK3_SLIK3	10565_19	SLIK3	SLITRK3	2	Inverse variance weighted	0.0346862698752299	0.0203698615661568	0.0886011872070804	-0.0052386587944374	0.0746111985448973
ieu-b-4957	10569_28_SCGB1A1_Urinary_protein_1	10569_28	Urinary_protein_1	SCGB1A1	2	Inverse variance weighted	-0.00956954721921531	0.0202948565327458	0.637265343700835	-0.049347466023397	0.0302083715849664
ieu-b-4957	10571_14_MGAT1_MGAT1	10571_14	MGAT1	MGAT1	2	Inverse variance weighted	0.000266658162260914	0.0195525051852683	0.989118742926584	-0.038056252000865	0.0385895683253868
ieu-b-4957	10572_65_CST8_CST8	10572_65	CST8	CST8	2	Inverse variance weighted	0.00412812152519762	0.0208265536132508	0.842877370395591	-0.0366919235567739	0.0449481666071692
ieu-b-4957	10574_10_AXL_AXL	10574_10	AXL	AXL	2	Inverse variance weighted	0.000310038719746428	0.0280088634328752	0.9911681508738	-0.0545873336086889	0.0552074110481818
ieu-b-4957	10575_31_PUF60_PUF60	10575_31	PUF60	PUF60	2	Inverse variance weighted	-0.00883280253702709	0.019809465903919	0.655678172566336	-0.0476593557087082	0.0299937506346541
ieu-b-4957	10580_14_SFTA2_SFTA2	10580_14	SFTA2	SFTA2	2	Inverse variance weighted	-0.0055364448641868	0.0195560392815972	0.777095080326098	-0.0438662818561173	0.0327933921277437
ieu-b-4957	10582_36_POMK_SG196	10582_36	SG196	POMK	2	Inverse variance weighted	-0.0140279771871753	0.0197255509013446	0.476986524733151	-0.0526900569538107	0.0246341025794602
ieu-b-4957	10583_1_TMEM108_TM108	10583_1	TM108	TMEM108	2	Inverse variance weighted	0.0125051046617223	0.0192947345605478	0.516913999487276	-0.0253125750769513	0.050322784400396
ieu-b-4957	10584_7_NDUFS4_NDUS4	10584_7	NDUS4	NDUFS4	2	Inverse variance weighted	-0.0441181062261432	0.0416065200707435	0.288978484933149	-0.125666885564801	0.037430673112514
ieu-b-4957	10588_39_ST3GAL5_SIAT9	10588_39	SIAT9	ST3GAL5	2	Inverse variance weighted	-0.00791538556373854	0.0201449627930618	0.694377587310234	-0.0473995126381397	0.0315687415106626
ieu-b-4957	10589_7_RAET1L_RET1L	10589_7	RET1L	RAET1L	2	Inverse variance weighted	-0.0146728632379818	0.0193860676909395	0.4491237265266	-0.0526695559122232	0.0233238294362595
ieu-b-4957	10600_24_CLGN_CLGN	10600_24	CLGN	CLGN	2	Inverse variance weighted	-0.0195613557947365	0.0203644615102073	0.336771753412605	-0.0594757003547428	0.0203529887652697
ieu-b-4957	10603_1_HTN3_HIS3	10603_1	HIS3	HTN3	2	Inverse variance weighted	0.00671798468594009	0.02030513079711	0.740756594638426	-0.0330800716763955	0.0465160410482757
ieu-b-4957	10605_22_APMAP_APMAP	10605_22	APMAP	APMAP	2	Inverse variance weighted	-6.98124327267136e-05	0.0197661704764825	0.997181945461702	-0.0388115065666324	0.038671881701179
ieu-b-4957	10606_34_TOR1AIP1_TOIP1	10606_34	TOIP1	TOR1AIP1	2	Inverse variance weighted	-0.00169767544236322	0.0195751054090088	0.930889112294622	-0.0400648820440204	0.036669531159294
ieu-b-4957	10608_9_HTN1_HIS1	10608_9	HIS1	HTN1	2	Inverse variance weighted	0.0062549555223787	0.0269761460465233	0.816639085761813	-0.046618290728807	0.0591282017735644
ieu-b-4957	10612_18_PLOD3_PLOD3	10612_18	PLOD3	PLOD3	2	Inverse variance weighted	-0.00379043325807621	0.0372391888465376	0.918926427853706	-0.0767792433972898	0.0691983768811374
ieu-b-4957	10613_33_CASC4_CASC4	10613_33	CASC4	CASC4	2	Inverse variance weighted	-0.0117412113318686	0.028249809989272	0.677687433804398	-0.0671108389108416	0.0436284162471045
ieu-b-4957	10615_18_MPZ_MYP0	10615_18	MYP0	MPZ	2	Inverse variance weighted	-0.00343131493456548	0.0205613675612323	0.867463172241374	-0.0437315953545807	0.0368689654854498
ieu-b-4957	10616_67_PODXL2_PDXL2	10616_67	PDXL2	PODXL2	2	Inverse variance weighted	0.0247923444686956	0.0193576002323084	0.200279713101589	-0.0131485519866289	0.0627332409240201
ieu-b-4957	10618_190_LRP2_megalin	10618_190	megalin	LRP2	2	Inverse variance weighted	0.00522989217213173	0.0196285667384561	0.789898132321954	-0.0332420986352423	0.0437018829795057
ieu-b-4957	10620_21_MSMB_PSP_94	10620_21	PSP_94	MSMB	2	Inverse variance weighted	-0.0230275382331663	0.0188428997561381	0.221677229053623	-0.0599596217551969	0.0139045452888644
ieu-b-4957	10621_26_PRR16_PRR16	10621_26	PRR16	PRR16	2	Inverse variance weighted	-0.0107635676069068	0.0254997541641513	0.672948553847093	-0.0607430857686432	0.0392159505548297
ieu-b-4957	10623_19_MUC1_MUC1	10623_19	MUC1	MUC1	2	Inverse variance weighted	-0.00222706502355794	0.019840038906728	0.910624359883005	-0.0411135412807448	0.0366594112336289
ieu-b-4957	10624_45_SPINK13_ISK13	10624_45	ISK13	SPINK13	2	Inverse variance weighted	0.0150358039112512	0.0193972618566984	0.438250530307183	-0.0229828293278777	0.05305443715038
ieu-b-4957	10627_87_APLP2_APLP2	10627_87	APLP2	APLP2	2	Inverse variance weighted	-0.00284673035555025	0.0235516693156554	0.903792656321204	-0.0490080022142349	0.0433145415031344
