id.exposure	id.outcome	exposure	outcome	snp_r2.exposure	snp_r2.outcome	correct_causal_direction	steiger_pval
myeloma_meta-analysis	10064_12_RBBP9_RBBP9	myeloma_meta-analysis	10064_12_RBBP9_RBBP9	8.05337791733888e-07	4.5651707760087e-06	FALSE	NA
myeloma_meta-analysis	10070_22_PLCG2_PLCG2	myeloma_meta-analysis	10070_22_PLCG2_PLCG2	8.05337791733888e-07	4.5214804028132e-06	FALSE	NA
myeloma_meta-analysis	10073_22_TDP1_TYDP1	myeloma_meta-analysis	10073_22_TDP1_TYDP1	2.62977788550683e-09	1.00361926000511e-08	FALSE	NA
myeloma_meta-analysis	10074_128_BRD2_BRD2	myeloma_meta-analysis	10074_128_BRD2_BRD2	4.79262937773797e-07	2.88096690078174e-06	FALSE	NA
myeloma_meta-analysis	10075_75_ACBD6_ACBD6	myeloma_meta-analysis	10075_75_ACBD6_ACBD6	2.89940609987296e-07	1.6340766894062e-06	FALSE	NA
myeloma_meta-analysis	10076_1_AP4M1_AP4M1	myeloma_meta-analysis	10076_1_AP4M1_AP4M1	1.27287832000184e-06	7.50126229891274e-06	FALSE	NA
myeloma_meta-analysis	10078_5_BAG3_BAG3	myeloma_meta-analysis	10078_5_BAG3_BAG3	2.28840461315589e-06	1.35794714033422e-05	FALSE	NA
myeloma_meta-analysis	10080_9_EIF2B1_EI2BA	myeloma_meta-analysis	10080_9_EIF2B1_EI2BA	8.52012420432345e-07	4.67401017330875e-06	FALSE	NA
myeloma_meta-analysis	10081_17_SATB2_SATB2	myeloma_meta-analysis	10081_17_SATB2_SATB2	8.52012420432345e-07	4.93681814537125e-06	FALSE	NA
myeloma_meta-analysis	10082_251_NEFL_NFL	myeloma_meta-analysis	10082_251_NEFL_NFL	1.05186190748459e-06	5.25184523171506e-06	FALSE	NA
myeloma_meta-analysis	10085_25_STAR_STAR	myeloma_meta-analysis	10085_25_STAR_STAR	1.68309405130208e-07	1.00338204811624e-06	FALSE	NA
myeloma_meta-analysis	10086_39_CBS_CBS	myeloma_meta-analysis	10086_39_CBS_CBS	2.21179278175139e-06	1.32128815178184e-05	FALSE	NA
myeloma_meta-analysis	10087_10_CRYAA_Alpha_crystallin_A_chain	myeloma_meta-analysis	10087_10_CRYAA_Alpha_crystallin_A_chain	7.59975942428532e-07	4.34184716157499e-06	FALSE	NA
myeloma_meta-analysis	10088_37_APRT_APT	myeloma_meta-analysis	10088_37_APRT_APT	3.22145984174445e-08	1.65330417876874e-07	FALSE	NA
myeloma_meta-analysis	10089_7_ASMTL_ASML	myeloma_meta-analysis	10089_7_ASMTL_ASML	1.28857237841403e-07	7.5272156786853e-07	FALSE	NA
myeloma_meta-analysis	10336_3_STUB1_CHIP	myeloma_meta-analysis	10336_3_STUB1_CHIP	3.22121145134159e-06	1.925483034601e-05	FALSE	NA
myeloma_meta-analysis	10339_48_ENO2_NSE	myeloma_meta-analysis	10339_48_ENO2_NSE	3.78699440955643e-07	2.01633944422802e-06	FALSE	NA
myeloma_meta-analysis	10342_55_PIAS4_PIAS4	myeloma_meta-analysis	10342_55_PIAS4_PIAS4	3.89762565449559e-06	2.29239525224707e-05	FALSE	NA
myeloma_meta-analysis	10344_334_IL10RA_IL_10_Ra	myeloma_meta-analysis	10344_334_IL10RA_IL_10_Ra	2.62972019155208e-07	1.46234375424108e-06	FALSE	NA
myeloma_meta-analysis	10346_5_STAT3_STAT3	myeloma_meta-analysis	10346_5_STAT3_STAT3	6.57446056204654e-10	6.73503686577784e-09	FALSE	NA
myeloma_meta-analysis	10356_21_JUN_c_Jun	myeloma_meta-analysis	10356_21_JUN_c_Jun	1.64351617185346e-06	9.35308842233357e-06	FALSE	NA
myeloma_meta-analysis	10361_25_OAS1_OAS1	myeloma_meta-analysis	10361_25_OAS1_OAS1	8.05337791733888e-07	4.73643997142621e-06	FALSE	NA
myeloma_meta-analysis	10362_35_MYC_c_Myc	myeloma_meta-analysis	10362_35_MYC_c_Myc	9.46708549957117e-08	5.20864339635037e-07	FALSE	NA
myeloma_meta-analysis	10363_13_SMAD3_SMAD3	myeloma_meta-analysis	10363_13_SMAD3_SMAD3	3.22145984174445e-08	1.70013087833355e-07	FALSE	NA
myeloma_meta-analysis	10364_6_SMAD2_SMAD2	myeloma_meta-analysis	10364_6_SMAD2_SMAD2	1.90005535262888e-07	1.05870871384675e-06	FALSE	NA
myeloma_meta-analysis	10366_11_PDGFRA_PDGFRA	myeloma_meta-analysis	10366_11_PDGFRA_PDGFRA	3.31389516253151e-06	1.956833756533e-05	FALSE	NA
myeloma_meta-analysis	10370_21_STAT1_STAT1	myeloma_meta-analysis	10370_21_STAT1_STAT1	5.32525741228048e-08	2.72052170150448e-07	FALSE	NA
myeloma_meta-analysis	10372_18_STAT6_STAT6	myeloma_meta-analysis	10372_18_STAT6_STAT6	1.21555478946027e-06	6.9334963384126e-06	FALSE	NA
myeloma_meta-analysis	10390_21_ZNRF3_ZNRF3	myeloma_meta-analysis	10390_21_ZNRF3_ZNRF3	5.20705971364807e-06	2.9654178426185e-05	FALSE	NA
myeloma_meta-analysis	10391_1_ANGPTL3_ANGL3	myeloma_meta-analysis	10391_1_ANGPTL3_ANGL3	3.18211977616284e-07	1.78890184625075e-06	FALSE	NA
myeloma_meta-analysis	10396_6_MCL1_Mcl_1	myeloma_meta-analysis	10396_6_MCL1_Mcl_1	3.12983451453382e-06	1.87439557416503e-05	FALSE	NA
myeloma_meta-analysis	10418_36_STX12_STX12	myeloma_meta-analysis	10418_36_STX12_STX12	8.05403745449303e-07	4.78891446355386e-06	FALSE	NA
myeloma_meta-analysis	10419_1_SCARA5_SCAR5	myeloma_meta-analysis	10419_1_SCARA5_SCAR5	2.36663306814722e-06	1.28379163679583e-05	FALSE	NA
myeloma_meta-analysis	10424_31_NPDC1_NPDC1	myeloma_meta-analysis	10424_31_NPDC1_NPDC1	1.05191874679495e-08	6.46443916009138e-08	FALSE	NA
myeloma_meta-analysis	10425_3_B4GALT5_B4GT5	myeloma_meta-analysis	10425_3_B4GALT5_B4GT5	9.49307755812821e-07	5.51081275645899e-06	FALSE	NA
myeloma_meta-analysis	10426_21_GOSR2_GOSR2	myeloma_meta-analysis	10426_21_GOSR2_GOSR2	6.31334194160484e-06	3.75703492449861e-05	FALSE	NA
myeloma_meta-analysis	10428_1_KIR2DS2_KI2S2	myeloma_meta-analysis	10428_1_KIR2DS2_KI2S2	1.11106680896364e-07	5.87932826310831e-07	FALSE	NA
myeloma_meta-analysis	10430_31_SLC3A2_4F2	myeloma_meta-analysis	10430_31_SLC3A2_4F2	2.69269070361229e-06	1.6106903337772e-05	FALSE	NA
myeloma_meta-analysis	10432_3_KIAA1644_K1644	myeloma_meta-analysis	10432_3_KIAA1644_K1644	1.05190861223433e-08	5.8149634877575e-08	FALSE	NA
myeloma_meta-analysis	10435_2_AGA_ASPG	myeloma_meta-analysis	10435_2_AGA_ASPG	7.59975942428532e-07	4.3933218634173e-06	FALSE	NA
myeloma_meta-analysis	10438_19_CSF2RA_CSF2R	myeloma_meta-analysis	10438_19_CSF2RA_CSF2R	2.0618806485054e-06	1.10267514490033e-05	FALSE	NA
myeloma_meta-analysis	10440_26_CLMP_ACAM	myeloma_meta-analysis	10440_26_CLMP_ACAM	7.52610032189671e-06	4.12891844804478e-05	FALSE	NA
myeloma_meta-analysis	10442_1_TMEM190_TM190	myeloma_meta-analysis	10442_1_TMEM190_TM190	3.89833620525169e-06	2.07638415152711e-05	FALSE	NA
myeloma_meta-analysis	10445_20_APOM_ApoM	myeloma_meta-analysis	10445_20_APOM_ApoM	1.47922734126954e-07	8.66110327599824e-07	FALSE	NA
myeloma_meta-analysis	10447_18_PABPC3_PABP3	myeloma_meta-analysis	10447_18_PABPC3_PABP3	2.21149279356147e-06	1.2684457074435e-05	FALSE	NA
myeloma_meta-analysis	10449_31_SHISA2_TMM46	myeloma_meta-analysis	10449_31_SHISA2_TMM46	3.31389516253151e-06	1.88031345974077e-05	FALSE	NA
myeloma_meta-analysis	10451_11_NUCB1_NUCB1	myeloma_meta-analysis	10451_11_NUCB1_NUCB1	5.80851586970905e-06	3.21193858675973e-05	FALSE	NA
myeloma_meta-analysis	10453_7_CEACAM20_CEA20	myeloma_meta-analysis	10453_7_CEACAM20_CEA20	8.09927347213755e-06	4.91065873893549e-05	FALSE	NA
myeloma_meta-analysis	10454_99_DNAJC16_DJC16	myeloma_meta-analysis	10454_99_DNAJC16_DJC16	2.21179278175139e-06	1.33162215956409e-05	FALSE	NA
myeloma_meta-analysis	10455_196_IL31_IL_31	myeloma_meta-analysis	10455_196_IL31_IL_31	3.18195359117839e-07	1.87094504361944e-06	FALSE	NA
myeloma_meta-analysis	10462_14_INSL5_INSL5	myeloma_meta-analysis	10462_14_INSL5_INSL5	4.2076140465661e-08	2.39937582552817e-07	FALSE	NA
myeloma_meta-analysis	10464_6_ANTXR1_ANTR1	myeloma_meta-analysis	10464_6_ANTXR1_ANTR1	7.81005826253984e-06	4.08675597673603e-05	FALSE	NA
myeloma_meta-analysis	10485_56_MAGEA4_MAGE_4	myeloma_meta-analysis	10485_56_MAGEA4_MAGE_4	1.57843423301322e-06	9.76116080188811e-06	FALSE	NA
myeloma_meta-analysis	10490_3_RPN1_RPN1	myeloma_meta-analysis	10490_3_RPN1_RPN1	5.15420061033375e-07	2.91301606171468e-06	FALSE	NA
myeloma_meta-analysis	10496_11_CLCA1_CaCC	myeloma_meta-analysis	10496_11_CLCA1_CaCC	1.1596767466917e-06	7.1508982797615e-06	FALSE	NA
myeloma_meta-analysis	10499_1_TMEM106A_T106A	myeloma_meta-analysis	10499_1_TMEM106A_T106A	7.24739969720076e-06	4.21226469663861e-05	FALSE	NA
myeloma_meta-analysis	10506_53_PGRMC2_PGRC2	myeloma_meta-analysis	10506_53_PGRMC2_PGRC2	3.89833620525169e-06	2.36144111540499e-05	FALSE	NA
myeloma_meta-analysis	10507_166_ACRV1_sperm_protein_10	myeloma_meta-analysis	10507_166_ACRV1_sperm_protein_10	3.22121145134159e-06	1.92593690835769e-05	FALSE	NA
myeloma_meta-analysis	10510_62_SCIMP_SCIMP	myeloma_meta-analysis	10510_62_SCIMP_SCIMP	7.9549947894289e-08	5.08859351140864e-07	FALSE	NA
myeloma_meta-analysis	10511_10_COL6A3_Collagen_alpha_3_VI_	myeloma_meta-analysis	10511_10_COL6A3_Collagen_alpha_3_VI_	5.80851586970905e-06	3.59904189179962e-05	FALSE	NA
myeloma_meta-analysis	10512_13_CSF2RB_IL3RB	myeloma_meta-analysis	10512_13_CSF2RB_IL3RB	1.89998068417443e-07	9.78527459747991e-07	FALSE	NA
myeloma_meta-analysis	10513_13_KCNIP3_CSEN	myeloma_meta-analysis	10513_13_KCNIP3_CSEN	5.44485802983296e-06	3.36088204772597e-05	FALSE	NA
myeloma_meta-analysis	10514_5_PTGDS_PGD2_synthase	myeloma_meta-analysis	10514_5_PTGDS_PGD2_synthase	1.11109976883464e-07	6.04711030965092e-07	FALSE	NA
myeloma_meta-analysis	10521_10_MXRA8_MXRA8	myeloma_meta-analysis	10521_10_MXRA8_MXRA8	4.74955244801836e-06	2.45861640915849e-05	FALSE	NA
myeloma_meta-analysis	10527_22_DHX9_DHX9	myeloma_meta-analysis	10527_22_DHX9_DHX9	1.05190861223433e-08	5.22258287410906e-08	FALSE	NA
myeloma_meta-analysis	10530_8_PSMB6_PSB6	myeloma_meta-analysis	10530_8_PSMB6_PSB6	1.70991129084347e-06	1.01466033815979e-05	FALSE	NA
myeloma_meta-analysis	10531_18_NRAS_RASN	myeloma_meta-analysis	10531_18_NRAS_RASN	1.57843423301322e-06	9.03040932396587e-06	FALSE	NA
myeloma_meta-analysis	10534_40_PARP1_PARP	myeloma_meta-analysis	10534_40_PARP1_PARP	1.6830291901346e-07	1.05031185920342e-06	FALSE	NA
myeloma_meta-analysis	10535_25_COX6A2_CX6A2	myeloma_meta-analysis	10535_25_COX6A2_CX6A2	7.24739969720076e-06	4.39832235142623e-05	FALSE	NA
myeloma_meta-analysis	10539_30_CD99L2_C99L2	myeloma_meta-analysis	10539_30_CD99L2_C99L2	2.62979055370781e-09	1.10677159773937e-08	FALSE	NA
myeloma_meta-analysis	10546_2_TSPEAR_TSEAR	myeloma_meta-analysis	10546_2_TSPEAR_TSEAR	4.10891739576855e-07	2.43931387987619e-06	FALSE	NA
myeloma_meta-analysis	10550_37_BMPR1B_BMP_RIB	myeloma_meta-analysis	10550_37_BMPR1B_BMP_RIB	5.56398922731139e-06	3.15416841482008e-05	FALSE	NA
myeloma_meta-analysis	10551_7_LAT_LAT	myeloma_meta-analysis	10551_7_LAT_LAT	2.6095914008191e-06	1.59782662591554e-05	FALSE	NA
myeloma_meta-analysis	10552_88_KLRC4_NKG2F	myeloma_meta-analysis	10552_88_KLRC4_NKG2F	2.95103203105617e-06	1.66142264512221e-05	FALSE	NA
myeloma_meta-analysis	10553_8_TOR1AIP2_TOIP2	myeloma_meta-analysis	10553_8_TOR1AIP2_TOIP2	5.44369996031972e-06	3.28180783407715e-05	FALSE	NA
myeloma_meta-analysis	10554_23_GLB1_BGAL	myeloma_meta-analysis	10554_23_GLB1_BGAL	4.79262937773797e-07	2.9658704197036e-06	FALSE	NA
myeloma_meta-analysis	10557_6_TEX29_TEX29	myeloma_meta-analysis	10557_6_TEX29_TEX29	1.27287832000184e-06	7.20819499688958e-06	FALSE	NA
myeloma_meta-analysis	10558_26_PCDH9_PCDH9	myeloma_meta-analysis	10558_26_PCDH9_PCDH9	3.47798057138493e-07	1.76402640221217e-06	FALSE	NA
myeloma_meta-analysis	10560_1_ITM2C_ITM2C	myeloma_meta-analysis	10560_1_ITM2C_ITM2C	2.21179278175139e-06	1.32597046090707e-05	FALSE	NA
myeloma_meta-analysis	10561_5_PGLYRP3_PGRP_I_alpha	myeloma_meta-analysis	10561_5_PGLYRP3_PGRP_I_alpha	9.49307755812821e-07	5.54811937497241e-06	FALSE	NA
myeloma_meta-analysis	10562_42_NETO2_NETO2	myeloma_meta-analysis	10562_42_NETO2_NETO2	2.86360606442175e-06	1.74902858645646e-05	FALSE	NA
myeloma_meta-analysis	10563_13_LYSMD3_LYSM3	myeloma_meta-analysis	10563_13_LYSMD3_LYSM3	1.28857237841403e-07	8.09790708291943e-07	FALSE	NA
myeloma_meta-analysis	10565_19_SLITRK3_SLIK3	myeloma_meta-analysis	10565_19_SLITRK3_SLIK3	5.68559788895974e-06	3.11776190656737e-05	FALSE	NA
myeloma_meta-analysis	10569_28_SCGB1A1_Urinary_protein_1	myeloma_meta-analysis	10569_28_SCGB1A1_Urinary_protein_1	2.36663306814722e-06	1.31072528947496e-05	FALSE	NA
myeloma_meta-analysis	10571_14_MGAT1_MGAT1	myeloma_meta-analysis	10571_14_MGAT1_MGAT1	2.36696550285392e-06	1.43657055529811e-05	FALSE	NA
myeloma_meta-analysis	10572_65_CST8_CST8	myeloma_meta-analysis	10572_65_CST8_CST8	3.79773237025254e-06	2.02460480128725e-05	FALSE	NA
myeloma_meta-analysis	10574_10_AXL_AXL	myeloma_meta-analysis	10574_10_AXL_AXL	4.44446912767096e-07	2.55251783896795e-06	FALSE	NA
myeloma_meta-analysis	10575_31_PUF60_PUF60	myeloma_meta-analysis	10575_31_PUF60_PUF60	1.28857237841403e-07	7.85871961554827e-07	FALSE	NA
myeloma_meta-analysis	10580_14_SFTA2_SFTA2	myeloma_meta-analysis	10580_14_SFTA2_SFTA2	6.57438095635798e-08	3.75593804715886e-07	FALSE	NA
myeloma_meta-analysis	10582_36_POMK_SG196	myeloma_meta-analysis	10582_36_POMK_SG196	1.70991129084347e-06	1.00872984584469e-05	FALSE	NA
myeloma_meta-analysis	10583_1_TMEM108_TM108	myeloma_meta-analysis	10583_1_TMEM108_TM108	3.04026292512039e-06	1.84869834447105e-05	FALSE	NA
myeloma_meta-analysis	10584_7_NDUFS4_NDUS4	myeloma_meta-analysis	10584_7_NDUFS4_NDUS4	6.73198362720261e-07	6.8143844289942e-06	FALSE	NA
myeloma_meta-analysis	10588_39_ST3GAL5_SIAT9	myeloma_meta-analysis	10588_39_ST3GAL5_SIAT9	2.92620351934059e-05	0.000175997207391539	FALSE	NA
myeloma_meta-analysis	10589_7_RAET1L_RET1L	myeloma_meta-analysis	10589_7_RAET1L_RET1L	2.52703362251266e-06	1.52667636340385e-05	FALSE	NA
myeloma_meta-analysis	10600_24_CLGN_CLGN	myeloma_meta-analysis	10600_24_CLGN_CLGN	8.39374590353089e-06	4.61430704779933e-05	FALSE	NA
myeloma_meta-analysis	10603_1_HTN3_HIS3	myeloma_meta-analysis	10603_1_HTN3_HIS3	1.21555478946027e-06	6.68044668067871e-06	FALSE	NA
myeloma_meta-analysis	10605_22_APMAP_APMAP	myeloma_meta-analysis	10605_22_APMAP_APMAP	6.57453930885013e-08	3.70539400028664e-07	FALSE	NA
myeloma_meta-analysis	10606_34_TOR1AIP1_TOIP1	myeloma_meta-analysis	10606_34_TOR1AIP1_TOIP1	1.15979126772676e-06	6.82843876823117e-06	FALSE	NA
myeloma_meta-analysis	10608_9_HTN1_HIS1	myeloma_meta-analysis	10608_9_HTN1_HIS1	2.37343114808394e-07	1.39287233740945e-06	FALSE	NA
myeloma_meta-analysis	10612_18_PLOD3_PLOD3	myeloma_meta-analysis	10612_18_PLOD3_PLOD3	1.39122763032256e-06	7.52390581923227e-06	FALSE	NA
myeloma_meta-analysis	10613_33_CASC4_CASC4	myeloma_meta-analysis	10613_33_CASC4_CASC4	2.21149279356147e-06	1.22730554924901e-05	FALSE	NA
myeloma_meta-analysis	10615_18_MPZ_MYP0	myeloma_meta-analysis	10615_18_MPZ_MYP0	3.69844708113747e-06	1.95857673844107e-05	FALSE	NA
myeloma_meta-analysis	10616_67_PODXL2_PDXL2	myeloma_meta-analysis	10616_67_PODXL2_PDXL2	4.44446912767096e-07	2.63032373473211e-06	FALSE	NA
myeloma_meta-analysis	10618_190_LRP2_megalin	myeloma_meta-analysis	10618_190_LRP2_megalin	1.45931798391287e-05	8.59734201673428e-05	FALSE	NA
myeloma_meta-analysis	10620_21_MSMB_PSP_94	myeloma_meta-analysis	10620_21_MSMB_PSP_94	1.6437074425112e-06	1.25533535000405e-05	FALSE	NA
myeloma_meta-analysis	10621_26_PRR16_PRR16	myeloma_meta-analysis	10621_26_PRR16_PRR16	9.94496472522729e-06	5.86710203404002e-05	FALSE	NA
myeloma_meta-analysis	10623_19_MUC1_MUC1	myeloma_meta-analysis	10623_19_MUC1_MUC1	2.60920173215585e-06	1.52034016016278e-05	FALSE	NA
myeloma_meta-analysis	10624_45_SPINK13_ISK13	myeloma_meta-analysis	10624_45_SPINK13_ISK13	5.52893182507208e-07	3.26927095423857e-06	FALSE	NA
myeloma_meta-analysis	10627_87_APLP2_APLP2	myeloma_meta-analysis	10627_87_APLP2_APLP2	1.00002021103662e-06	5.65916318091699e-06	FALSE	NA
myeloma_meta-analysis	10630_5_HTATIP2_HTAI2	myeloma_meta-analysis	10630_5_HTATIP2_HTAI2	6.70577058278912e-06	3.81720198319196e-05	FALSE	NA
myeloma_meta-analysis	10637_50_KIAA1324_K1324	myeloma_meta-analysis	10637_50_KIAA1324_K1324	3.69844708113747e-06	2.1748589054181e-05	FALSE	NA
myeloma_meta-analysis	10638_1_TINF2_TINF2	myeloma_meta-analysis	10638_1_TINF2_TINF2	9.49393921435851e-07	5.57016516732118e-06	FALSE	NA
myeloma_meta-analysis	10643_16_OLFM3_NOE3	myeloma_meta-analysis	10643_16_OLFM3_NOE3	1.78951851793157e-05	0.000106170665292122	FALSE	NA
myeloma_meta-analysis	10647_18_ASCC1_ASCC1	myeloma_meta-analysis	10647_18_ASCC1_ASCC1	1.47922734126954e-07	8.03822557092239e-07	FALSE	NA
myeloma_meta-analysis	10663_42_INSIG1_INSI1	myeloma_meta-analysis	10663_42_INSIG1_INSI1	8.52012420432345e-07	5.25750604253581e-06	FALSE	NA
myeloma_meta-analysis	10666_7_GNPTG_GNPTG	myeloma_meta-analysis	10666_7_GNPTG_GNPTG	6.5744555519416e-10	2.81628055370027e-09	FALSE	NA
myeloma_meta-analysis	10667_78_C1orf185_CA185	myeloma_meta-analysis	10667_78_C1orf185_CA185	2.8992642267098e-07	1.77158260544296e-06	FALSE	NA
myeloma_meta-analysis	10668_5_STX4_STX4	myeloma_meta-analysis	10668_5_STX4_STX4	3.22145984174445e-08	1.89768884277846e-07	FALSE	NA
myeloma_meta-analysis	10672_75_SFTPB_SP_B	myeloma_meta-analysis	10672_75_SFTPB_SP_B	1.45221576886644e-06	7.82298463791248e-06	FALSE	NA
myeloma_meta-analysis	10675_223_TMX2_TMX2	myeloma_meta-analysis	10675_223_TMX2_TMX2	7.24739969720076e-06	4.2636311135564e-05	FALSE	NA
myeloma_meta-analysis	10677_9_NDUFB4_NDUB4	myeloma_meta-analysis	10677_9_NDUFB4_NDUB4	4.86195542276154e-06	2.76251836426678e-05	FALSE	NA
myeloma_meta-analysis	10693_43_KLRG2_KLRG2	myeloma_meta-analysis	10693_43_KLRG2_KLRG2	6.70577058278912e-06	4.02932197434563e-05	FALSE	NA
myeloma_meta-analysis	10695_12_WFDC10B_WF10B	myeloma_meta-analysis	10695_12_WFDC10B_WF10B	4.79292951880334e-07	2.81012362317325e-06	FALSE	NA
myeloma_meta-analysis	10699_52_LRP1_LRP1	myeloma_meta-analysis	10699_52_LRP1_LRP1	1.64351617185346e-06	9.4288252890161e-06	FALSE	NA
myeloma_meta-analysis	10700_10_IGSF11_IGS11	myeloma_meta-analysis	10700_10_IGSF11_IGS11	2.36678864560629e-08	1.3831951386202e-07	FALSE	NA
myeloma_meta-analysis	10702_1_COL28A1_COSA1	myeloma_meta-analysis	10702_1_COL28A1_COSA1	3.99951966026538e-06	2.2095884422912e-05	FALSE	NA
myeloma_meta-analysis	10703_203_SUDS3_SDS3	myeloma_meta-analysis	10703_203_SUDS3_SDS3	7.11001232603225e-06	4.17304695354033e-05	FALSE	NA
myeloma_meta-analysis	10704_91_LRMP_LRMP	myeloma_meta-analysis	10704_91_LRMP_LRMP	8.52085650292505e-07	5.33772798121522e-06	FALSE	NA
myeloma_meta-analysis	10705_14_ST6GALNAC3_SIA7C	myeloma_meta-analysis	10705_14_ST6GALNAC3_SIA7C	3.78677839392724e-07	2.34059794005915e-06	FALSE	NA
